,Unnamed: 0,Unnamed: 0.1,poi_id,门店名,品牌ID,品牌名,省份,城市,城市等级,蜂窝,一级品类,二级品类,是否营业,首次上线时间,配送方式,提单数,推单数,接单数,订单数,原价交易额,实付交易额,原价客单价,实付客单价,非异订单数,商家配送延迟订单数,商家拒单订单数,商家不接单订单数,商家取消不告知订单数,商家少餐错餐订单数,商家经营状态异常订单数,商家违规投诉订单数,美团配送延迟订单数,因美团配送原因取消订单数,线上活动总补贴金额,曝光人数,进店人数,成单用户数,在线商品数,在售商品数
1615033,75293,75293,9860425,"品茗鲜花店(生日花,表白花,鲜花店)",100004099,邂逅花坊鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200902.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,66,5,0,574,467
1615224,75484,75484,10106834,爱花居鲜花（桥西区店）,100025968,爱花居鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20201013.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,193,3,0,239,239
1615264,75524,75524,7715615,八彩鲜花（挚爱鲜花坊店）,100004096,八彩时尚花艺,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20191013.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,263,3,0,508,491
1616056,76316,76316,9397301,洪茂花店（康乃馨·向日葵）,100035487,花专家,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200629.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,164,1,0,324,318
1616247,76507,76507,6289392,源之香鲜花绿植（怀来店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20181207.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,99,5,0,66,62
1616680,76940,76940,4393585,花鲜生鲜花店（张家口店）,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180211.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,215,2,0,545,285
1617592,77852,77852,4949364,娜娜鲜花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180512.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,60,4,0,105,96
1617904,78164,78164,7134390,生活花译馆,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190522.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,31,0,0,146,139
1618304,78564,78564,9928561,尤加利女孩,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200913.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,20,1,0,15,12
1618371,78631,78631,4439347,欣馨花艺赤城河沿街店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180309.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,45,1,0,112,24
1618759,79019,79019,7335337,墨里花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190626.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,65,3,0,84,76
1619824,80084,80084,9599505,千寻花道生活馆（七夕情人节，告白，生日）,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200725.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,90,1,0,670,667
1620610,80870,80870,8061981,梅瑜花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20191224.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,25,0,0,42,42
1621160,81420,81420,6531722,花匠先生（鲜花店绿植）,100030827,花匠先生,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190129.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,86,5,0,542,517
1621518,81778,81778,4376062,爱阳花卉中心,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180205.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,25,0,0,30,18
1621876,82136,82136,9379579,初遇花坊(鲜花),11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200622.0,1,1,1,1,1,198.0,98.0,198.0,98.0,0,0,0,0,0,0,0,0,0,0,105.0,144,6,1,736,731
1622073,82333,82333,9627274,蘭亭花卉（胜利北路店）,100035487,花专家,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200729.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,150,4,0,324,318
1622316,82576,82576,9549350,王小姐的花店（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200717.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,140,2,0,293,287
1623054,83314,83314,1434270,诗蕊花艺,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20160831.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,95,2,0,207,87
1623394,83654,83654,7417976,锦熹花艺（鲜花，绿植，生日花）,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190710.0,1,1,1,1,1,328.0,138.0,328.0,138.0,0,0,0,0,0,0,0,0,0,0,201.0,450,18,1,517,295
1623676,83936,83936,9465283,花屿（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200706.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,104,1,0,293,287
1624355,84615,84615,6591906,鼎卉鲜花（九朵精致鲜花坊）,11035,鼎卉鲜花,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20190811.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,218,4,0,721,698
1624699,84959,84959,9608503,花艺坊,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200809.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,233,1,0,216,215
1625570,85830,85830,2153267,小橡树花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20170324.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,4,0,0,52,10
1625656,85916,85916,9652002,鲜花绿植（生日花）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200803.0,1,1,1,1,1,128.0,128.0,128.0,128.0,0,0,0,0,0,0,0,0,0,0,20.0,264,10,1,472,402
1625912,86172,86172,8743603,玫瑰花坊·七夕鲜花,100025970,花生活,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200330.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,387,6,0,670,667
1626582,86842,86842,3809441,八彩鲜花（花语鲜花）,100004096,八彩时尚花艺,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20171124.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,138,8,0,507,502
1626699,86959,86959,8371176,娇芷鲜花水果,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20191225.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,45,1,0,34,24
1627470,87730,87730,8837374,醉美花艺馆（建院店，鲜花绿植）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200409.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,233,13,0,145,144
1628369,88629,88629,9776058,百祥刺青鲜花店,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200819.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,247,4,0,185,181
1629039,89299,89299,2253189,世佳花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20170401.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,5,0
1630534,90794,90794,5988221,798花舍,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20181023.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,22,0,0,120,104
1630655,90915,90915,8191064,轩辕花卉,11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191211.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,79,2,0,751,731
1631429,336,336,8806751,萱香花卉,11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200402.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,121,2,0,735,731
1632823,1730,1730,9769600,暮色森林鲜花,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200817.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,200,4,0,260,250
1632995,1902,1902,9477333,美霖花坊（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200708.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,52,1,0,293,287
1633002,1909,1909,9979165,旬花,0,,河北省,张家口,D1,桥西区,鲜花绿植,综合鲜花绿植店,1,20201017.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,9,0,0,13,13
1633399,2306,2306,9505135,聚花阁,100036289,心情不错鲜花店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200716.0,1,2,2,2,2,336.0,158.0,168.0,79.0,0,0,0,0,0,0,0,0,0,0,198.0,146,15,2,458,361
1633657,2564,2564,9655234,一间花坊·生日表白鲜花,100042771,朋克城市花坊,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200804.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,95,2,0,235,96
1634126,3033,3033,9721458,良玉花艺美学馆,0,,河北省,张家口,D1,银座,鲜花绿植,综合鲜花绿植店,0,20200822.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,38,36
1635180,4087,4087,634577,邂逅花坊鲜花（花韵千谷),100004099,邂逅花坊鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190423.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,114,1,0,582,464
1635635,4542,4542,7001544,她的花店,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20190627.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,87,1,0,73,68
1636093,5000,5000,2500983,玫瑰之约鲜花(心义花坊鲜花速递),0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20170517.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,141,3,0,420,413
1636283,5190,5190,8804606,一花一慕花坊（串窑街店）,27446,妮依然鲜花品牌店,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200410.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,190,2,0,294,292
1636311,5218,5218,9418822,幸福花卉(生日花，表白花，鲜花),100004099,邂逅花坊鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200701.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,79,2,0,618,474
1636553,5460,5460,9865481,花点心思鲜花（张家口宣化店）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200831.0,1,2,2,2,2,209.0,117.9,104.5,58.95,0,0,0,0,0,0,0,0,0,0,105.1,164,5,2,235,235
1636961,5868,5868,7589703,喜悦花卉销售中心,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190807.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,15,0,0,15,15
1637576,6483,6483,8769388,鲜花广告,100012196,如愿鲜花,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200326.0,1,1,1,1,1,8.0,8.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,3.0,297,7,1,773,771
1638152,7059,7059,881612,花花世界（鲜花店，绿植，生日花）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20160419.0,1,6,5,5,5,2280.0,778.0,456.0,155.6,0,0,0,0,0,0,0,0,0,0,1617.0,462,31,5,370,302
1638374,7281,7281,7360968,艺·霖,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20190805.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,16,16
1638780,7687,7687,9915938,纯爱花坊（生日花、表白花、开业花篮）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200907.0,1,2,2,2,2,916.0,186.0,458.0,93.0,0,0,0,0,0,0,0,0,0,0,740.0,535,8,2,389,321
1639147,8054,8054,9674046,鲜花水果礼品（鲜花店）,100004096,八彩时尚花艺,河北省,张家口,D1,桥西区,鲜花绿植,综合鲜花绿植店,1,20200807.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,124,1,0,507,502
1639255,8162,8162,7347386,熊先生鲜花（鲜果多水果鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190704.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,120,5,0,410,294
1640150,9057,9057,9619609,1314花坊（中都大街店）,100030827,花匠先生,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200821.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,70,2,0,567,523
1641687,10594,10594,6332216,花间密码,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,0,20181226.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,7,0,0,25,23
1641763,10670,10670,9201940,花香语鲜花婚庆（生日花，表白花，鲜花）,100004099,邂逅花坊鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200529.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,33,0,0,612,477
1642605,11512,11512,1449953,花匠先生(海艳花艺鲜花店),100030827,花匠先生,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20160902.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,165,4,0,563,518
1642673,11580,11580,6524306,花之语,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190128.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,4,0,0,15,13
1642937,11844,11844,890655,花世界,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20160427.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,65,5,0,256,256
1643669,12576,12576,5588201,俪缘花艺鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20180811.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,38,0,0,260,259
1643716,12623,12623,9630382,蘭亭花卉（宣化路店）,100035487,花专家,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200729.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,126,1,0,324,318
1645278,14185,14185,9379579,初遇花坊(鲜花),11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200622.0,1,2,2,2,2,434.0,276.0,217.0,138.0,0,0,0,0,0,0,0,0,0,0,226.0,143,10,2,736,731
1646235,15142,15142,4376062,爱阳花卉中心,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180205.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,33,1,0,30,18
1646315,15222,15222,4949364,娜娜鲜花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180512.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,50,3,0,105,96
1647315,16222,16222,9599505,千寻花道生活馆（七夕情人节，告白，生日）,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200725.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,86,0,0,670,667
1647636,16543,16543,7134390,生活花译馆,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190522.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,28,1,0,146,139
1647701,16608,16608,6531722,花匠先生（鲜花店绿植）,100030827,花匠先生,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190129.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,73,3,0,544,518
1648146,17053,17053,7335337,墨里花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190626.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,40,2,0,84,76
1648255,17162,17162,8061981,梅瑜花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20191224.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,31,1,0,42,42
1648456,17363,17363,4439347,欣馨花艺赤城河沿街店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180309.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,41,3,0,112,24
1648751,17658,17658,9928561,尤加利女孩,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200913.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,16,1,0,15,12
1649656,18563,18563,8850906,花·时间鲜花店(生日花，表白花，鲜花),100004099,邂逅花坊鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200410.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,51,1,0,609,467
1650219,19126,19126,5961371,花匠先生（卡朵朵鲜花店）,100030827,花匠先生,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20181022.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,125,3,0,563,518
1650226,19133,19133,7274305,初诺鲜花水果,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,0,20190617.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,17,0,0,60,58
1650468,19375,19375,9804027,绿之缘鲜花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200822.0,2,1,1,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,23,3,0,94,93
1650997,19904,19904,7535576,花匠先生（婚庆典礼情人竹鲜花店）,100030827,花匠先生,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20190806.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,73,1,0,566,523
1651289,20196,20196,9736290,匠心花艺婚庆（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200817.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,140,2,0,299,293
1652633,21540,21540,9431456,花艺空间鲜花店（生日鲜花、婚庆用花、开业花篮）,100011097,玫瑰之约鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200702.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,119,3,0,420,413
1652797,21704,21704,3169810,腾飞花卉中心,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170824.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,22,2,0,88,88
1654459,23366,23366,9710057,开心花卉（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,0,20200810.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,15,0,0,293,287
1657147,26054,26054,979299,随心花苑,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,0,20160517.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,24,19
1657243,26150,26150,9987840,紫情花艺,100012196,如愿鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200918.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,211,2,0,770,770
1658086,26993,26993,7255449,熊先生鲜花（天天鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20190614.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,187,3,0,410,286
1658138,27045,27045,9601223,花森林（海娇鲜花店）,100035486,花森林,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,0,20200724.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,14,0,0,347,332
1658452,27359,27359,1958942,鲜花坊（好心情鲜花店）,27557,鲜花坊,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20170119.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,95,1,0,322,307
1658942,27849,27849,7380463,花驿花苑(礼品鲜花，生日花、表白花),0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20190709.0,1,7,6,6,6,1728.0,588.0,288.0,98.0,0,0,0,0,0,0,0,0,0,0,1216.0,694,52,6,583,389
1659014,27921,27921,5588132,百艳花居鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180811.0,1,1,1,1,1,196.0,98.0,196.0,98.0,0,0,0,0,0,0,0,0,0,0,101.0,49,7,1,184,184
1659989,28896,28896,6724672,四季花卉（金聚底商店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190320.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,68,1,0,144,75
1660178,29085,29085,5624135,七月·花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180814.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,30,2,0,48,20
1660425,29332,29332,9709845,百艳花居-生日鲜花，表白鲜花，开业花篮，婚车装饰,100034937,艾尚花语,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200810.0,1,1,1,1,1,229.0,99.0,229.0,99.0,0,0,0,0,0,0,0,0,0,0,141.0,61,6,1,453,452
1660906,29813,29813,2033651,百艳花卉,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170220.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,31,2,0,155,139
1660976,29883,29883,6513954,如愿鲜花（小梦花艺）,100012196,如愿鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190125.0,1,5,5,5,5,1014.0,670.58,202.8,134.116,0,0,0,0,0,0,0,0,0,0,460.42,149,16,5,848,848
1660979,29886,29886,7438654,醉美花艺馆（向日葵·康乃馨·鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20190801.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,207,3,0,410,294
1661434,30341,30341,4381739,一美花卉,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180206.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,232,1,0,425,404
1661514,30421,30421,8629184,花点时间花艺室（乐购后门店）,100030825,熊先生鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200330.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,163,9,0,410,286
1661907,30814,30814,9147490,小娜花艺,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,0,20200809.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,14,0,0,16,16
1662631,31538,31538,10138470,花趣精品鲜花坊,100036289,心情不错鲜花店,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20201010.0,1,4,2,2,2,336.0,158.0,168.0,79.0,0,0,0,0,0,0,0,0,0,0,204.0,225,4,2,458,316
1662981,31888,31888,8936499,花·时间（康乃馨·向日葵）,100035487,花专家,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200427.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,93,3,0,324,318
1663102,32009,32009,376284,美丽契约鲜花（花添喜事花店）,9810,美丽契约鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20150819.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,103,4,0,524,423
1663572,32479,32479,9552795,简爱花艺,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200721.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,85,0,0,216,215
1663798,32705,32705,9438139,繁花花坊鲜花店-生日鲜花，表白鲜花，开业花篮，婚车装饰,100034937,艾尚花语,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200703.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,141,2,0,449,444
1664685,33592,33592,7577182,一家花店鲜花（青青花店）,100003909,一家花店,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190827.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,267,1,0,531,488
1666467,35374,35374,6675134,蕞美花店·dream flower,0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20190402.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,65,0,0,9,9
1666789,35696,35696,6136674,邂逅花坊鲜花（沁香霞轩）,100004099,邂逅花坊鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20181213.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,55,0,0,582,469
1667259,36166,36166,4357084,婕拉花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20180129.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,46,0,0,94,49
1667985,36892,36892,5988221,798花舍,0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20181023.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,20,0,0,120,104
1668602,37509,37509,3809441,八彩鲜花（花语鲜花）,100004096,八彩时尚花艺,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20171124.0,1,1,1,1,1,262.0,98.0,262.0,98.0,0,0,0,0,0,0,0,0,0,0,176.9,133,6,1,507,502
