,Unnamed: 0,Unnamed: 0.1,poi_id,门店名,品牌ID,品牌名,省份,城市,城市等级,蜂窝,一级品类,二级品类,是否营业,首次上线时间,配送方式,提单数,推单数,接单数,订单数,原价交易额,实付交易额,原价客单价,实付客单价,非异订单数,商家配送延迟订单数,商家拒单订单数,商家不接单订单数,商家取消不告知订单数,商家少餐错餐订单数,商家经营状态异常订单数,商家违规投诉订单数,美团配送延迟订单数,因美团配送原因取消订单数,线上活动总补贴金额,曝光人数,进店人数,成单用户数,在线商品数,在售商品数
1669841,38748,38748,8191064,轩辕花卉,11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191211.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,75,0,0,751,731
1669953,38860,38860,9776058,百祥刺青鲜花店,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200819.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,243,1,0,185,181
1670927,39834,39834,2253189,世佳花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20170401.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,5,0
1671662,40569,40569,8837374,醉美花艺馆（建院店，鲜花绿植）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200409.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,212,12,0,145,144
1671851,40758,40758,8371176,娇芷鲜花水果,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20191225.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,36,1,0,34,24
1672422,41329,41329,3291038,诗情花艺花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20170913.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,106,81
1674089,42996,42996,8376667,弄花花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191224.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,20,0,0,52,42
1674198,43105,43105,10040032,光头强花店,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200923.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,88,0,0,293,286
1674255,43162,43162,5637999,花小匠,100012195,爱花轩,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20180815.0,1,2,2,2,2,292.0,146.0,146.0,73.0,0,0,0,0,0,0,0,0,0,0,154.0,168,4,2,415,415
1674292,43199,43199,8709480,金金鲜花,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200316.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,17,0,0,25,25
1674305,43212,43212,1709625,香格格鲜花馆（怀来）,29079,香格格鲜花馆,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20161125.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,18,0,0,232,224
1674998,43905,43905,9240054,幸福花开鲜花（鲜花，绿植，生日花表白）,100003909,一家花店,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200602.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,69,3,0,546,515
1675205,44112,44112,8936941,一花一慕花艺（北方学院店）,0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20200430.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,342,31,0,110,107
1675522,44429,44429,9844538,植得鲜花店（表白花·生日花·结婚花·开业花篮）,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20200828.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,21,0,0,670,667
1675524,44431,44431,10084532,蝶梦鲜花店,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200929.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,216,2,0,5,5
1675778,44685,44685,9236625,花房姑娘鲜花坊,0,,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200604.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,189,1,0,55,52
1676731,45638,45638,9336808,1314花坊（鲜花店）,100004096,八彩时尚花艺,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200619.0,1,2,2,2,2,532.0,177.0,266.0,88.5,0,0,0,0,0,0,0,0,0,0,380.8,139,7,2,508,502
1676932,45839,45839,6557051,花样年华鲜花绿植,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190213.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,40,3,0,69,62
1677945,46852,46852,7282677,樊樊鲜花坊（七夕节鲜花预定）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20190627.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,43,0,0,455,396
1678113,47020,47020,9598368,鲜花朵朵（张家口宣化店）,100004096,八彩时尚花艺,河北省,张家口,D1,宣化区,鲜花绿植,综合鲜花绿植店,1,20200728.0,1,1,1,1,1,256.0,78.0,256.0,78.0,0,0,0,0,0,0,0,0,0,0,190.9,460,20,1,507,502
1678576,47483,47483,9999911,爱花居鲜花（胜利中路店）,100025968,爱花居鲜花,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200928.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,189,6,0,238,238
1679875,48782,48782,2652277,绿洲花卉鲜花盆景,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170609.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,48,0,0,179,177
1680284,49191,49191,7832317,一家花店鲜花（唯依花屋）,100003909,一家花店,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20190920.0,1,1,1,1,1,288.0,129.0,288.0,129.0,0,0,0,0,0,0,0,0,0,0,163.0,164,6,1,474,432
1680427,49334,49334,10204110,喜喜花艺,27557,鲜花坊,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20201016.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,83,4,0,288,288
1680968,49875,49875,3027506,那些花儿,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170817.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,10,4,0,46,26
1681299,50206,50206,9558686,尚希鲜花绿植(张家口店),0,,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200718.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,383,1,0,207,207
1681632,50539,50539,9670957,花花世界（宣府大街支家桥店）,11035,鼎卉鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200806.0,1,2,2,1,1,176.0,78.0,176.0,78.0,0,0,0,0,0,0,0,0,0,0,103.0,338,20,1,735,731
1681651,50558,50558,7501282,桐桐花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190903.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,44,0,0,122,122
1681795,50702,50702,10020873,IMissingYou,0,,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200927.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,210,3,0,17,17
1682080,50987,50987,9558174,樊樊鲜花店（鲜花生日花开业花篮）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200718.0,1,5,5,5,4,1631.0,352.0,407.75,88.0,0,0,0,0,0,0,0,0,0,0,1307.0,651,53,4,394,309
1682308,51215,51215,1224715,1314鲜花坊,27446,妮依然鲜花品牌店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20160825.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,130,11,0,292,290
1683035,51942,51942,3103363,拾光花坊,100012195,爱花轩,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20170823.0,1,5,5,5,5,700.0,350.0,140.0,70.0,0,0,0,0,0,0,0,0,0,0,370.0,248,21,5,415,415
1683138,52045,52045,9270134,鹿与野花卉·生日花,0,,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200714.0,1,3,2,2,1,238.0,138.0,238.0,138.0,0,0,0,0,0,0,0,0,0,0,110.0,778,32,1,481,292
1683278,52185,52185,9361775,欢欢的花店（华佳广场店）,11035,鼎卉鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200619.0,1,1,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,167,9,0,738,732
1683304,52211,52211,1390717,鲜花坊（茗花坊鲜花店）,27557,鲜花坊,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20160825.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,107,8,0,337,309
1683515,52422,52422,8321049,浪漫花都(柴沟堡花店),0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20191220.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,5,1,0,312,292
1684040,52947,52947,5337828,如愿鲜花（丽鑫鲜花店）,100012196,如愿鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180724.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,132,7,0,772,769
1684496,53403,53403,8824676,小宋花卉城（二街店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,0,20200503.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,6,0,0,16,16
1684535,53442,53442,9384070,沁香阁花卉旗舰店,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200625.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,16,0,0,17,17
1684853,53760,53760,9302509,see me惜蜜鲜花,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200618.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,7,2,0,25,25
1685146,54053,54053,8639687,GINA·丹鲜花坊,0,,河北省,张家口,D1,桥东区,鲜花绿植,综合鲜花绿植店,1,20200311.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,12,0,0,51,49
1685699,54606,54606,10117616,花觅,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20201006.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,14,0,0,23,23
1686557,55464,55464,5588164,世纪花卉鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180811.0,1,1,1,1,1,318.0,126.0,318.0,126.0,0,0,0,0,0,0,0,0,0,0,195.0,46,5,1,188,188
1687057,55964,55964,9230081,心语鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200713.0,1,1,1,1,1,195.0,98.0,195.0,98.0,0,0,0,0,0,0,0,0,0,0,100.0,37,6,1,219,218
1687242,56149,56149,5388162,木子花艺,100012293,艾菲尔鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20180713.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,71,1,0,264,264
1688640,57547,57547,9543676,情缘花卉（桥东区店）,100004093,鲜花到家,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200721.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,60,1,0,212,211
1688674,57581,57581,9600515,花森林（苗苗鲜花店）,100035486,花森林,河北省,张家口,D1,银座,鲜花绿植,综合鲜花绿植店,1,20200724.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,56,1,0,347,119
1688762,57669,57669,7103809,诗蕊花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190517.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,23,1,0,42,30
1688988,57895,57895,7210185,牵手婚庆鲜花,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190604.0,2,3,2,2,2,286.0,286.0,143.0,143.0,0,0,0,0,0,0,0,0,0,0,30.0,44,4,2,26,12
1689329,58236,58236,7529295,舒艺鲜花（汉桥街店）,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20190816.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,108,0,0,113,95
1689345,58252,58252,2285433,靓家花艺,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20170411.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,40,2,0,66,45
1691676,60583,60583,8674169,木棉记忆花屋（崇礼店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200313.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,48,1,0,17,17
1691796,60703,60703,5648476,花房姑娘,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180816.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,15,0,0,33,14
1691895,60802,60802,7832692,百红花房（鲜花，绿植，生日花表白）,100003909,一家花店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191129.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,99,4,0,531,429
1691965,60872,60872,6898286,那时花开,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190423.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,117,1,0,62,62
1692738,61645,61645,6643951,芊卉花坊,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20190307.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,7,1,0,35,3
1692887,61794,61794,4966315,馨缘花艺,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20180514.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,33,0,0,123,123
1692948,61855,61855,1372332,花开相爱鲜花店,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20160817.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,188,4,0,163,152
1693040,61947,61947,9736189,溢馨花艺店,100033020,沪花拾者,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200818.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,37,3,0,233,170
1694177,63084,63084,5744907,玫瑰园鲜花,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20180901.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,151,1,0,142,51
1694807,63714,63714,8953201,实惠花屋（鲜花店）,27819,维纳斯鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200422.0,1,1,1,1,1,238.0,77.0,238.0,77.0,0,0,0,0,0,0,0,0,0,0,164.0,216,15,1,651,615
1694825,63732,63732,1786360,邂逅花坊鲜花（小草鲜花店）,100004099,邂逅花坊鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20161125.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,58,1,0,583,469
1695336,64243,64243,4950879,鲜花到（怡花都鲜花礼品）,100028370,鲜花网,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20180512.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,85,2,0,468,324
1695906,64813,64813,9231667,奇欣花卉（鲜花，绿植，生日花表白）,100003909,一家花店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200602.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,74,1,0,486,443
1696277,65184,65184,9131026,海林超市鲜花店,0,,河北省,张家口,D1,,鲜花绿植,综合鲜花绿植店,1,20200524.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,44,3,0,64,63
1696387,65294,65294,5154982,水云间花卉,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180607.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,35,2,0,76,75
1696495,65402,65402,6513955,如愿鲜花（花恋鲜花坊）,100012196,如愿鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190124.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,256,5,0,770,769
1696875,65782,65782,3604414,芙蓉花店,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20171023.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,50,4,0,21,12
1697537,66444,66444,7707902,鹿大人（风云花艺鲜花馆）,100033339,鹿大人,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20190910.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,78,1,0,414,353
1698939,67846,67846,5972058,邂逅花坊鲜花（茗花坊鲜花店）,100004099,邂逅花坊鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20181018.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,55,2,0,583,470
1699357,68264,68264,9028638,巧巧花坊（张家口店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200516.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,72,1,0,249,249
1699800,68707,68707,7011821,一花一慕花坊（康乃馨•百合•向日葵•开业用花）,0,,河北省,张家口,D1,河北北方学院,鲜花绿植,鲜花店,1,20190513.0,1,6,5,5,4,1531.0,412.0,382.75,103.0,0,0,0,0,0,0,0,0,0,0,1135.0,789,67,4,346,327
1700000,68907,68907,9464699,F.FOR你的花儿（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200706.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,199,0,0,293,289
1700074,68981,68981,9771358,花房故事,100030825,熊先生鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200817.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,101,0,0,414,298
1700360,69267,69267,4170810,情和缘鲜花店,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20180109.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,39,1,0,53,50
1700387,69294,69294,9129813,林小姐的花房,0,,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200519.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,132,4,0,186,185
1700551,69458,69458,10011737,菲儿花艺工作室,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20200927.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,112,1,0,45,45
1700578,69485,69485,1251453,香格格鲜花馆（张家口）,29079,香格格鲜花馆,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20160727.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,183,0,0,232,224
1700835,69742,69742,8139744,沁馨花艺（鲜花店）,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20191116.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,4,0,0,48,45
1701031,69938,69938,7545036,述物礼品鲜花精品馆,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,0,20190829.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,8,0,0,48,34
1701233,70140,70140,7851543,花仙子鲜花店,27446,妮依然鲜花品牌店,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191029.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,100,3,0,292,290
1701533,70440,70440,8631592,沐汐花艺,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20200306.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,141,0,0,101,99
1701796,70703,70703,5596465,金喜缘婚庆批发大全店,29245,花为美鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180825.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,36,0,0,907,521
1701940,70847,70847,3586137,蔚县鲜花同城速递（古城街店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20171021.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,36,2,0,66,37
1702268,71175,71175,6514016,如愿鲜花（喜多多鲜花店）,100012196,如愿鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190125.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,421,32,0,896,893
1702322,71229,71229,9739079,樊樊鲜花店（建院店）,100034938,俏花农,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20200819.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,904,25,0,300,297
1702551,71458,71458,5390208,花之美花艺设计,100012293,艾菲尔鲜花,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20180714.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,66,1,0,260,260
1702694,71601,71601,9307658,我的花(鲜花，绿植，生日花表白),0,,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20200613.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,101,3,0,491,451
1703233,72140,72140,8157288,锦鲤添花（工业街店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20191117.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,22,4,0,63,55
1703522,72429,72429,9894277,爱之约花店（张家口桥东店）,0,,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20200903.0,1,2,2,2,2,219.0,127.9,109.5,63.95,0,0,0,0,0,0,0,0,0,0,97.1,404,14,2,235,235
1704182,73089,73089,9860425,"品茗鲜花店(生日花,表白花,鲜花店)",100004099,邂逅花坊鲜花,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200902.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,41,3,0,574,467
1704535,73442,73442,7715615,八彩鲜花（挚爱鲜花坊店）,100004096,八彩时尚花艺,河北省,张家口,D1,高新区,鲜花绿植,鲜花店,1,20191013.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,329,3,0,508,491
1704948,73855,73855,7429063,熊先生鲜花（深深爱花艺馆）,100030825,熊先生鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20190801.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,212,8,0,413,289
1705050,73957,73957,4303713,幸福花坊,27446,妮依然鲜花品牌店,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180123.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,336,3,0,292,290
1706685,75592,75592,4393585,花鲜生鲜花店（张家口店）,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180211.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,220,1,0,545,285
1706921,75828,75828,9397301,洪茂花店（康乃馨·向日葵）,100035487,花专家,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200629.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,129,1,0,324,318
1707131,76038,76038,6289392,源之香鲜花绿植（怀来店）,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20181207.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,88,5,0,66,62
1707634,76541,76541,10106834,爱花居鲜花（桥西区店）,100025968,爱花居鲜花,河北省,张家口,D1,桥西区,鲜花绿植,鲜花店,1,20201013.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,176,3,0,239,239
1709770,78677,78677,9716991,花间密码,100031553,喜花绿植,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200810.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,286,4,0,288,288
1709953,78860,78860,5633635,花木兰,0,,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20180815.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,31,1,0,64,12
1710091,78998,78998,7933846,鲜花店,0,,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,0,20191013.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,13,1
1710273,79180,79180,4465240,鹿大人（田园花舍鲜花）,100033339,鹿大人,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,1,20180309.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,388,9,0,391,390
1710478,79385,79385,9810227,爱之漫鲜花店（表白花·生日花·结婚花·开业花篮）,100025970,花生活,河北省,张家口,D1,,鲜花绿植,鲜花店,1,20200823.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,96,1,0,670,666
1711012,79919,79919,7255448,熊先生鲜花（娜间花店）,100030825,熊先生鲜花,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20190611.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,134,0,0,409,256
1711719,80626,80626,7134801,花漫,0,,河北省,张家口,D1,桥东区,鲜花绿植,鲜花店,0,20190603.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,21,19
1711975,80882,80882,10214523,小梦花艺【私人定制】,0,,河北省,张家口,D1,高新区,鲜花绿植,综合鲜花绿植店,1,20201019.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,199,4,0,134,134
1712370,81277,81277,9569808,小草鲜花店（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,宣化区,鲜花绿植,鲜花店,1,20200720.0,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,130,1,0,293,287
1713094,82001,82001,4017324,藤园艺馆,0,,河北省,张家口,D1,银座,鲜花绿植,鲜花店,1,20171211.0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0.0,14,0,0,13,8
