日期,订单编号,下单时间,接单时长,店铺名称,店铺ID,店铺所在城市,订单支付类型,订单状态,订单配送状态,是否预订单,订单总金额,订单折扣后金额,平台承担活动金额,商家承担活动金额,商品分类,商品名称,UPC码,商品SKU码,商品销售数量,商品原价销售额,商品实付销售额,商品总补贴金额,商品商家补贴金额,商品平台补贴金额,是否部分退款商品,部分退款商品数量,部分退款商品金额,订单小额付款,配送费,是否活动订单,优惠活动,是否催单,回复状态,商家回复内容,配送时长,打包袋费,订单完成时间,订单取消原因（仅取消订单）
"	20200601-20200630","93238422400733140	","2020-06-20 19:56:03	",0秒,"花无缺鲜花店	","9323842	","锡林郭勒盟	",在线支付,订单完成,用户提交订单,是,239.00,71.00,5.00,168.00,"感恩父亲节	",【父爱如山】11枝香槟玫瑰鲜花花束,,,1,239.00,71.00,168.00,163.00,5.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/用户使用了会员红包减5元/购买【父爱如山】11枝香槟玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-21 15:28:13	",
"	20200601-20200630","93238421990498538	","2020-06-21 06:34:00	",0秒,"花无缺鲜花店	","9323842	","锡林郭勒盟	",在线支付,订单完成,用户提交订单,是,129.00,66.00,0.00,68.00,"毕业季	",【流年】3枝向日葵鲜花花束毕业季花礼,,,1,129.00,66.00,63.00,63.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【流年】3枝向日葵鲜花花束毕业季花礼原价129.0元现价69.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-21 15:16:42	",
"	20200601-20200630","93238422253897604	","2020-06-21 10:16:05	",379秒,"花无缺鲜花店	","9323842	","锡林郭勒盟	",在线支付,订单完成,用户提交订单,否,239.00,108.00,10.00,126.00,"感恩父亲节	",【问候】3枝向日葵+7枝香槟玫瑰鲜花花束,,,1,239.00,108.00,131.00,121.00,10.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/用户使用了首单支付红包减10元/购买【问候】3枝向日葵+7枝香槟玫瑰鲜花花束原价239.0元现价129.0元/门店新客立减8.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,已回复,,0.00分,0.00,"2020-06-21 11:25:17	",
"	20200601-20200630","93238420222676052	","2020-06-21 12:14:56	",0秒,"花无缺鲜花店	","9323842	","锡林郭勒盟	",在线支付,订单取消,用户提交订单,否,269.00,111.00,0.00,163.00,"感恩父亲节	",【谦和有礼】11枝香槟玫瑰+3枝向日葵鲜花礼盒,,,1,269.00,111.00,158.00,158.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【谦和有礼】11枝香槟玫瑰+3枝向日葵鲜花礼盒原价269.0元现价119.0元/门店新客立减8.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93238421015831283	","2020-06-21 12:30:44	",126秒,"花无缺鲜花店	","9323842	","锡林郭勒盟	",在线支付,订单完成,用户提交订单,否,289.00,151.00,0.00,143.00,"感恩父亲节	",【远见卓识】4枝向日葵+15枝混搭粉玫瑰粉康乃馨鲜花花束,,,1,289.00,151.00,138.00,138.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【远见卓识】4枝向日葵+15枝混搭粉玫瑰粉康乃馨鲜花花束原价289.0元现价159.0元/门店新客立减8.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-21 20:09:04	",
"	20200601-20200630","93238423565190235	","2020-06-21 20:10:09	",0秒,"花无缺鲜花店	","9323842	","锡林郭勒盟	",在线支付,订单取消,用户提交订单,否,219.00,109.00,0.00,115.00,"感恩父亲节	",【坚强】5枝向日葵鲜花花束,,,1,219.00,109.00,110.00,110.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【坚强】5枝向日葵鲜花花束原价219.0元现价109.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93238421999123439	","2020-06-21 09:07:06	",219秒,"花无缺鲜花店	","9323842	","锡林郭勒盟	",在线支付,订单完成,用户提交订单,否,299.00,143.00,0.00,161.00,"感恩父亲节	",【慈眉善目】33枝香槟玫瑰鲜花花束,,,1,299.00,143.00,156.00,156.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【慈眉善目】33枝香槟玫瑰鲜花花束原价299.0元现价149.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,未回复,,0.00分,0.00,"2020-06-21 14:27:35	",
"	20200601-20200630","93238424028531005	","2020-06-24 18:32:07	",237秒,"花无缺鲜花店	","9323842	","锡林郭勒盟	",在线支付,订单取消,用户提交订单,否,229.00,71.00,0.00,163.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,71.00,158.00,158.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价79.0元/门店新客立减5.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93238423586875043	","2020-06-28 11:48:26	",0秒,"花无缺鲜花店	","9323842	","锡林郭勒盟	",在线支付,订单取消,用户提交订单,否,129.00,61.00,0.00,73.00,"爱情告白	",【特别的你】6枝粉玫瑰鲜花花束,,,1,129.00,61.00,68.00,68.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【特别的你】6枝粉玫瑰鲜花花束原价129.0元现价69.0元/门店新客立减5.0元/用户使用了商家代金券减3元	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93238421046535479	","2020-06-28 12:11:08	",0秒,"花无缺鲜花店	","9323842	","锡林郭勒盟	",在线支付,订单完成,用户提交订单,是,129.00,61.00,0.00,73.00,"爱情告白	",【特别的你】6枝粉玫瑰鲜花花束,,,1,129.00,61.00,68.00,68.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【特别的你】6枝粉玫瑰鲜花花束原价129.0元现价69.0元/门店新客立减5.0元/用户使用了商家代金券减3元	",否,未回复,,0.00分,0.00,"2020-06-29 15:27:42	",
"	20200601-20200630","93238420272445555	","2020-06-28 19:31:59	",0秒,"花无缺鲜花店	","9323842	","锡林郭勒盟	",在线支付,订单取消,用户提交订单,否,239.00,84.00,0.00,160.00,"感恩父亲节	",【和蔼可亲】11枝粉玫瑰礼盒,,,1,239.00,84.00,155.00,155.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【和蔼可亲】11枝粉玫瑰礼盒原价239.0元现价89.0元/门店新客立减5.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93387082400733140	","2020-06-20 15:45:48	",155秒,"恒海鲜花	","9338708	","滨州	",在线支付,订单完成,配送中,否,129.00,66.00,0.00,68.00,"毕业季	",【流年】3枝向日葵鲜花花束毕业季花礼,,,1,129.00,66.00,63.00,63.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【流年】3枝向日葵鲜花花束毕业季花礼原价129.0元现价69.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-20 22:34:07	",
"	20200601-20200630","93387081813158088	","2020-06-23 13:10:34	",0秒,"恒海鲜花	","9338708	","滨州	",在线支付,订单取消,用户提交订单,是,269.00,166.00,0.00,108.00,"满天星辰	",【梦幻约定】蓝色满天星鲜花花束,,"38	",1,269.00,166.00,103.00,103.00,0.00,否,0,0.00,0.00,0.00,是,"满200.0元减100.0元/满69.0元赠精美贺卡下单备注贺卡内容*1/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93387092400733140	","2020-06-20 17:22:34	",0秒,"开封市玺花诚园艺有限公司	","9338709	","开封	",在线支付,订单取消,用户提交订单,否,588.00,485.00,0.00,108.00,"爱的惊喜	",【五彩缤纷】33枝粉玫瑰鲜花花束,,"27	",1,299.00,246.63,52.37,52.37,0.00,否,0,0.00,0.00,0.00,是,"满200.0元减100.0元/满69.0元赠精美贺卡下单备注贺卡内容*1/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93387092400733140	","2020-06-20 17:22:34	",0秒,"开封市玺花诚园艺有限公司	","9338709	","开封	",在线支付,订单取消,用户提交订单,否,588.00,485.00,0.00,108.00,"向日葵花语	",【蓝色海洋】3枝向日葵+19枝粉玫瑰鲜花花束,,"49	",1,289.00,238.37,50.63,50.63,0.00,否,0,0.00,0.00,0.00,是,"满200.0元减100.0元/满69.0元赠精美贺卡下单备注贺卡内容*1/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93387091990498538	","2020-06-21 12:52:57	",128秒,"开封市玺花诚园艺有限公司	","9338709	","开封	",在线支付,订单完成,用户提交订单,否,229.00,66.00,0.00,168.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,66.00,163.00,163.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/门店新客立减3.0元	",否,已回复,,0.00分,0.00,"2020-06-21 20:19:28	",
"	20200601-20200630","93387092418905312	","2020-06-22 10:59:20	",180秒,"开封市玺花诚园艺有限公司	","9338709	","开封	",在线支付,订单完成,配送中,否,169.00,119.00,0.00,55.00,"向日葵花语	",【动人心弦】3枝向日葵韩式混搭鲜花花束,,"50	",1,169.00,119.00,50.00,50.00,0.00,否,0,0.00,0.00,0.00,是,"满100.0元减50.0元/满69.0元赠精美贺卡下单备注贺卡内容*1/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-22 13:36:10	",
"	20200601-20200630","93387712400733140	","2020-06-20 12:54:21	",55秒,"玫瑰之约（艾尚花语鲜花店）	","9338771	","安阳	",在线支付,订单完成,配送中,否,259.00,136.00,0.00,128.00,"满天星辰	",【情投意合】蓝色满天星鲜花花束,,"37	",1,259.00,136.00,123.00,123.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【情投意合】蓝色满天星鲜花花束原价259.0元现价139.0元/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-20 20:30:36	",
"	20200601-20200630","93387712418905312	","2020-06-22 19:45:35	",60秒,"玫瑰之约（艾尚花语鲜花店）	","9338771	","安阳	",在线支付,订单完成,配送中,否,229.00,66.00,0.00,168.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,66.00,163.00,163.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/门店新客立减3.0元	",否,已回复,,0.00分,0.00,"2020-06-22 20:07:44	",
"	20200601-20200630","93387711813158088	","2020-06-23 11:43:19	",125秒,"玫瑰之约（艾尚花语鲜花店）	","9338771	","安阳	",在线支付,订单完成,配送中,否,229.00,66.00,0.00,168.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,66.00,163.00,163.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/门店新客立减3.0元	",否,已回复,"炎炎夏日，鲜花传情，感谢您的喜欢和信任，每一束鲜花都是经过花艺师精心设计细心制作的。您是有眼光的，我们是负责任的。赠人玫瑰手有余香，初心不改，花开相爱。再次感谢您的鼓励和支持，祝您生活愉快，工作顺利！修改	",0.00分,0.00,"2020-06-23 12:21:13	",
"	20200601-20200630","93391761594930278	","2020-06-17 18:00:24	",80秒,"绿之园花卉	","9339176	","永州	",在线支付,订单完成,配送中,否,239.00,96.00,0.00,148.00,"爱情告白	",【一吻之间】11枝红玫瑰鲜花花束,,,1,239.00,96.00,143.00,143.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【一吻之间】11枝红玫瑰鲜花花束原价239.0元现价99.0元/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-18 00:01:00	",
"	20200601-20200630","93391762400733140	","2020-06-20 20:32:43	",0秒,"绿之园花卉	","9339176	","永州	",在线支付,订单完成,配送中,是,129.00,76.00,0.00,58.00,"感恩父亲节	",【父亲】1枝向日葵+3枝香槟玫瑰鲜花花束,,,1,129.00,76.00,53.00,53.00,0.00,否,0,0.00,0.00,0.00,是,"满100.0元减50.0元/满69.0元赠精美贺卡下单备注贺卡内容*1/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-21 14:19:37	",
"	20200601-20200630","93391763586875043	","2020-06-28 20:26:51	",0秒,"绿之园花卉	","9339176	","永州	",在线支付,订单完成,配送中,是,239.00,74.00,0.00,170.00,"感恩父亲节	",【温暖】11枝粉玫瑰鲜花花束,,,1,239.00,74.00,165.00,165.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【温暖】11枝粉玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减5.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-29 15:11:39	",
"	20200601-20200630","93425351813158088	","2020-06-23 19:08:12	",183秒,"晶晶花艺	","9342535	","漯河	",在线支付,订单取消,用户提交订单,否,219.00,84.00,0.00,140.00,"感恩父亲节	",【坚强】5枝向日葵鲜花花束,,,1,219.00,84.00,135.00,135.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【坚强】5枝向日葵鲜花花束原价219.0元现价89.0元/门店新客立减5.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93441751990498538	","2020-06-21 14:28:48	",0秒,"爱神鲜花批发	","9344175	","大连	",在线支付,订单取消,用户提交订单,否,269.00,96.00,0.00,178.00,"感恩父亲节	",【谦和有礼】11枝香槟玫瑰+3枝向日葵鲜花礼盒,,,1,269.00,96.00,173.00,173.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【谦和有礼】11枝香槟玫瑰+3枝向日葵鲜花礼盒原价269.0元现价99.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93441753586875043	","2020-06-28 11:59:35	",124秒,"爱神鲜花批发	","9344175	","大连	",在线支付,订单取消,用户提交订单,否,129.00,51.00,0.00,78.00,"爱情告白	",【特别的你】6枝粉玫瑰鲜花花束,,,1,129.00,51.00,78.00,78.00,0.00,否,0,0.00,0.00,0.00,是,"购买【特别的你】6枝粉玫瑰鲜花花束原价129.0元现价59.0元/门店新客立减5.0元/用户使用了商家代金券减3元	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93441751046535479	","2020-06-28 12:13:53	",14秒,"爱神鲜花批发	","9344175	","大连	",在线支付,订单完成,用户提交订单,否,229.00,64.00,0.00,170.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,64.00,165.00,165.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/门店新客立减5.0元	",否,已回复,,0.00分,0.00,"2020-06-28 13:05:43	",
"	20200601-20200630","93458392400733140	","2020-06-20 22:01:21	",0秒,"花戒鲜花	","9345839	","上饶	",在线支付,订单完成,配送中,是,478.00,195.00,0.00,288.00,"感恩父亲节	",【一身正气】6枝向日葵鲜花花束,,,2,478.00,195.00,283.00,283.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【一身正气】6枝向日葵鲜花花束原价239.0元现价99.0元/购买【一身正气】6枝向日葵鲜花花束原价239.0元现价99.0元/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-21 15:53:24	",
"	20200601-20200630","93458391990498538	","2020-06-21 07:32:44	",0秒,"花戒鲜花	","9345839	","上饶	",在线支付,订单完成,配送中,是,239.00,79.00,0.00,165.00,"爱情告白	",【一吻之间】11枝红玫瑰鲜花花束,,,1,239.00,79.00,160.00,160.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【一吻之间】11枝红玫瑰鲜花花束原价239.0元现价79.0元/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-21 10:53:52	",
"	20200601-20200630","93458390362605194	","2020-06-27 10:51:32	",156秒,"花戒鲜花	","9345839	","上饶	",在线支付,订单完成,配送中,否,239.00,74.00,0.00,170.00,"爱情告白	",【一吻之间】11枝红玫瑰鲜花花束,,,1,239.00,74.00,165.00,165.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【一吻之间】11枝红玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减5.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-27 12:37:21	",
"	20200601-20200630","93458390127887422	","2020-06-30 18:47:27	",20秒,"花戒鲜花	","9345839	","上饶	",在线支付,订单完成,配送中,否,229.00,69.00,0.00,165.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,69.00,160.00,160.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元	",否,已回复,,0.00分,0.00,"2020-07-01 00:48:09	",
"	20200601-20200630","93458392871595796	","2020-06-30 18:36:16	",134秒,"花戒鲜花	","9345839	","上饶	",在线支付,订单完成,配送中,否,239.00,79.00,0.00,165.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,79.00,160.00,160.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元	",否,未回复,,0.00分,0.00,"2020-07-01 00:38:12	",
"	20200601-20200630","93458390979632448	","2020-06-30 19:16:12	",31秒,"花戒鲜花	","9345839	","上饶	",在线支付,订单完成,配送中,否,239.00,79.00,0.00,165.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,79.00,160.00,160.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元	",否,已回复,,0.00分,0.00,"2020-07-01 00:53:19	",
"	20200601-20200630","93498681922721414	","2020-06-18 21:22:39	",145秒,"花世界迷尔鲜花店	","9349868	","长春	",在线支付,订单完成,配送中,否,129.00,56.00,0.00,73.00,"感恩父亲节	",【永恒】1枝向日葵+3枝香槟玫瑰鲜花花束,,,1,129.00,56.00,73.00,73.00,0.00,否,0,0.00,0.00,0.00,是,"购买【永恒】1枝向日葵+3枝香槟玫瑰鲜花花束原价129.0元现价59.0元/门店新客立减3.0元	",否,已回复,,0.00分,0.00,"2020-06-19 02:27:21	",
"	20200601-20200630","93498680744361256	","2020-06-19 09:54:11	",83秒,"花世界迷尔鲜花店	","9349868	","长春	",在线支付,订单完成,配送中,否,129.00,66.00,0.00,68.00,"毕业季	",【流年】3枝向日葵鲜花花束毕业季花礼,,,1,129.00,66.00,63.00,63.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【流年】3枝向日葵鲜花花束毕业季花礼原价129.0元现价69.0元/门店新客立减3.0元	",否,已回复,"炎炎夏日，鲜花传情，感谢您的喜欢和信任，每一束鲜花都是经过花艺师精心设计细心制作的。您是有眼光的，我们是负责任的。赠人玫瑰手有余香，初心不改，花开相爱。再次感谢您的鼓励和支持，祝您生活愉快，工作顺利！	",0.00分,0.00,"2020-06-19 10:31:06	",
"	20200601-20200630","93498682879059490	","2020-06-19 10:33:10	",45秒,"花世界迷尔鲜花店	","9349868	","长春	",在线支付,订单完成,配送中,否,239.00,76.00,0.00,168.00,"爱情告白	",【我心永恒】11枝红玫瑰鲜花花束,,,1,239.00,76.00,163.00,163.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【我心永恒】11枝红玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减3.0元/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-19 14:29:18	",
"	20200601-20200630","93498682400733140	","2020-06-20 15:07:14	",49秒,"花世界迷尔鲜花店	","9349868	","长春	",在线支付,订单完成,用户提交订单,否,229.00,66.00,0.00,168.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,66.00,163.00,163.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/门店新客立减3.0元	",否,已回复,,0.00分,0.00,"2020-06-20 22:07:03	",
"	20200601-20200630","93498681990498538	","2020-06-21 10:00:54	",47秒,"花世界迷尔鲜花店	","9349868	","长春	",在线支付,订单完成,配送中,否,229.00,66.00,0.00,168.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,66.00,163.00,163.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/门店新客立减3.0元	",否,未回复,,0.00分,0.00,"2020-06-21 15:04:08	",
"	20200601-20200630","93498680362605194	","2020-06-27 18:29:40	",57秒,"花世界迷尔鲜花店	","9349868	","长春	",在线支付,订单完成,配送中,否,229.00,64.00,0.00,170.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,64.00,165.00,165.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/门店新客立减5.0元	",否,已回复,"感谢您在茫茫花海中找到了心情不错鲜花，(*^__^*) 选择我们没有让您失望，收花人很满意，做鲜花的一定要对得起爱情 一直以来是我们的宗旨，祝您万事如意，合家欢乐！期待您的每一次光临哦~	",0.00分,0.00,"2020-06-27 22:34:19	",
"	20200601-20200630","93498683586875043	","2020-06-28 10:39:03	",17秒,"花世界迷尔鲜花店	","9349868	","长春	",在线支付,订单完成,用户提交订单,否,229.00,64.00,0.00,170.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,64.00,165.00,165.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价69.0元/门店新客立减5.0元	",否,未回复,,0.00分,0.00,"2020-06-28 15:30:10	",
"	20200601-20200630","93498683126568044	","2020-06-29 08:06:02	",183秒,"花世界迷尔鲜花店	","9349868	","长春	",在线支付,订单完成,配送中,否,239.00,74.00,0.00,170.00,"感恩父亲节	",【温暖】11枝粉玫瑰鲜花花束,,,1,239.00,74.00,165.00,165.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【温暖】11枝粉玫瑰鲜花花束原价239.0元现价79.0元/门店新客立减5.0元/送3元商家代金券	",否,已回复,,0.00分,0.00,"2020-06-29 13:58:35	",
"	20200601-20200630","93498681800154328	","2020-06-29 12:53:41	",11秒,"花世界迷尔鲜花店	","9349868	","长春	",在线支付,订单完成,配送中,否,129.00,61.00,0.00,73.00,"毕业季	",【流年】3枝向日葵鲜花花束毕业季花礼,,,1,129.00,61.00,68.00,68.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【流年】3枝向日葵鲜花花束毕业季花礼原价129.0元现价69.0元/门店新客立减5.0元/用户使用了商家代金券减3元	",否,已回复,"亲亲，谢谢您在茫茫花海中选择了我们花花，如果您看见了我们的留言可以跟我们联系，我们一定会给您一个满意的处理方案，谢谢您了，祝您生活愉快！	",0.00分,0.00,"2020-06-29 18:09:58	",
"	20200601-20200630","93520761990498538	","2020-06-21 11:18:35	",34秒,"花仙子花店	","9352076	","西安	",在线支付,订单完成,配送中,否,229.00,86.00,0.00,148.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,86.00,143.00,143.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价89.0元/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,"2020-06-21 23:01:18	",
"	20200601-20200630","93520761813158088	","2020-06-23 14:13:24	",164秒,"花仙子（花店）	","9352076	","西安	",在线支付,订单取消,用户提交订单,否,298.00,195.00,0.00,108.00,"开业花篮	",【生意长虹】双层开业花蓝一对,,,1,298.00,195.00,103.00,103.00,0.00,否,0,0.00,0.00,0.00,是,"满200.0元减100.0元/满69.0元赠精美贺卡下单备注贺卡内容*1/门店新客立减3.0元/送3元商家代金券	",否,未回复,,0.00分,0.00,,"其他	"
"	20200601-20200630","93520760362605194	","2020-06-27 16:18:36	",22秒,"花仙子（花店）	","9352076	","西安	",在线支付,订单完成,配送中,否,229.00,81.00,0.00,153.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,81.00,148.00,148.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价89.0元/门店新客立减5.0元/送3元商家代金券/用户使用了商家代金券减3元	",否,已回复,"谢谢您的肯定与好评，在您的鼓励下相信我们会做的更出色的，期待您的再次光临，祝您生活愉快，天天开心哦~O(∩_∩)O~	",0.00分,0.00,"2020-06-27 19:14:07	",
"	20200601-20200630","93520760223711193	","2020-06-27 19:35:01	",20秒,"花仙子（花店）	","9352076	","西安	",在线支付,订单完成,配送中,否,229.00,84.00,0.00,150.00,"爱情告白	",【爱一世】9枝粉玫瑰搭配满天星简约花束,,,1,229.00,84.00,145.00,145.00,0.00,否,0,0.00,0.00,0.00,是,"满69.0元赠精美贺卡下单备注贺卡内容*1/购买【爱一世】9枝粉玫瑰搭配满天星简约花束原价229.0元现价89.0元/门店新客立减5.0元/送3元商家代金券	",否,已回复,"感谢您的惠顾与好评，您的支持是我们前进的动力，我们会继续加油，希望下次还能为您服务，祝您生活美满，每天都有新收获！	",0.00分,0.00,"2020-06-27 19:37:22	",
