,开始日期,商家ID,商家名称,运营组,省份,城市,是否新增商家,首次上线日期,门店在线状态,（日均）预设营业时长（h）,（日均）在线营业时长（h）,曝光人数,入店人数,下单人数,有效订单数,下单新客人数,复购人数,入店转化率,下单转化率,新客转化率,复购率,原价交易额,实付交易额,商家补贴金额,原价客单价,实付客单价,cluster
25,4,2880558,花生活鲜花（创意花坊）,鲜花组,安徽省,合肥,否,20170712,在线,24,24.0,3593,27,2,2,2,0,0.75,7.41,1.0,0.0,423.0,271.0,191.0,211.5,135.5,1
62,4,5582315,花生活鲜花（花香漫进）,鲜花组,四川省,成都,否,20180806,在线,24,24.0,3590,86,7,7,5,2,2.4,8.14,0.7142857142857143,0.2857142857142857,1561.0,632.0,1197.0,223.0,90.28571428571429,1
184,4,7392897,花生活鲜花（阿紫鲜花店）,鲜花组,天津市,天津,否,20190708,在线,5,5.9,3578,17,0,0,0,0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
291,3,8207114,花生活鲜花（初吻花坊）,鲜花组,贵州省,遵义,否,20200119,在线,19,19.6,3576,12,0,0,0,0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
350,3,8437926,花生活鲜花（金鳞花坊）,鲜花组,江苏省,苏州,否,20200109,在线,24,24.0,3576,40,0,0,0,0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
90,4,6579105,花生活鲜花（经典鲜花蛋糕）,鲜花组,吉林省,长春,否,20190403,在线,24,24.0,3576,67,0,0,0,0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
81,3,6236483,花生活鲜花（慰馨花艺馆）,鲜花组,重庆市,重庆,否,20190214,在线,18,18.2,3554,45,1,1,1,0,1.27,2.22,1.0,0.0,199.0,176.0,62.0,199.0,176.0,1
75,3,6026797,白爵至尊婚庆公司,鲜花组,云南省,昆明,否,20181222,在线,11,11.0,3545,34,0,0,0,0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
367,1,8471409,花生活鲜花（香谷鲜花）,鲜花组,天津市,天津,否,20200121,在线,4,4.0,3542,35,0,0,0,0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
101,4,6773714,花生活鲜花（诚信花卉）,鲜花组,重庆市,重庆,否,20190422,在线,12,12.0,3535,88,2,1,1,1,2.49,2.27,0.5,0.5,208.0,75.0,172.0,104.0,37.5,1
79,4,6197578,花生活鲜花（翔远花艺）,鲜花组,安徽省,合肥,否,20181203,在线,24,24.0,3532,23,2,2,2,0,0.65,8.7,1.0,0.0,543.0,281.0,340.0,271.5,140.5,1
296,4,8250907,花生活鲜花（恋恋繁花鲜花店）,鲜花组,天津市,天津,否,20191205,在线,0,0.0,3522,10,0,0,0,0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
211,3,7514880,花生活鲜花（小姐姐花店）,鲜花组,安徽省,安庆,否,20190725,在线,10,10.6,3521,85,0,0,0,0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52,1,4439411,花生活鲜花（花田故事）,鲜花组,福建省,福州,否,20180308,在线,19,19.1,3495,57,1,0,0,1,1.63,1.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
224,2,7545488,花生活鲜花（海天花艺）,鲜花组,陕西省,咸阳,否,20190801,在线,0,0.0,3489,54,0,0,0,0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
213,2,7514886,花生活鲜花（七彩花卉）,鲜花组,湖北省,黄冈,否,20190725,在线,0,0.0,3486,44,0,0,0,0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,3,6197578,花生活鲜花（翔远花艺）,鲜花组,安徽省,合肥,否,20181203,在线,24,24.0,3480,27,1,1,1,0,0.78,3.7,1.0,0.0,278.0,131.0,181.0,278.0,131.0,1
178,2,7349052,花生活鲜花（赢聚花行）,鲜花组,上海市,上海,否,20190627,在线,12,12.5,3478,25,3,3,3,0,0.72,12.0,1.0,0.0,960.0,523.0,554.0,320.0,174.33333333333334,1
122,1,6774085,花开有时,鲜花组,新疆维吾尔自治区,乌鲁木齐,否,20190329,在线,8,8.5,3475,83,2,1,1,1,2.39,2.41,0.5,0.5,469.0,155.0,353.0,234.5,77.5,1
269,4,7994666,花生活鲜花（遇见花艺鲜花店）,鲜花组,上海市,上海,否,20191206,在线,17,17.0,3475,39,2,2,2,0,1.12,5.13,1.0,0.0,543.0,231.0,390.0,271.5,115.5,1
254,2,7785891,花生活鲜花（宋庄花店）,鲜花组,北京市,北京,否,20190918,在线,0,0.0,3474,14,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
304,3,8258610,花生活鲜花（尚艺空间花艺）,鲜花组,云南省,昆明,否,20191205,在线,24,24.0,3470,44,0,0,0,0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
415,4,8849837,花无缺,鲜花组,河南省,安阳,否,20200408,在线,13,12.6,3467,156,7,8,7,0,4.5,4.49,1.0,0.0,1554.0,723.0,1143.0,222.0,103.28571428571429,1
107,3,6773722,花生活鲜花（名缘花卉）,鲜花组,安徽省,六安,否,20190404,在线,24,24.0,3441,38,4,3,2,2,1.1,10.53,0.5,0.5,814.0,415.0,516.0,203.5,103.75,1
136,2,7022274,花生活鲜花（唯爱花坊）,鲜花组,安徽省,合肥,否,20190509,在线,7,7.5,3418,63,1,0,0,1,1.84,1.59,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
330,2,8357592,花生活鲜花（花心思花艺贵阳店）,鲜花组,贵州省,贵阳,否,20191220,在线,7,7.1,3410,52,6,4,1,5,1.52,11.54,0.16666666666666666,0.8333333333333334,776.0,264.0,590.0,129.33333333333334,44.0,1
59,2,5346237,花生活鲜花（有钱花）,鲜花组,湖北省,十堰,否,20180630,在线,0,0.0,3404,16,0,0,0,0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
64,3,5630285,呆子花艺,鲜花组,贵州省,黔东南苗族侗族自治州,否,20180926,在线,8,8.2,3399,30,0,0,0,0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
115,4,6774085,花开有时,鲜花组,新疆维吾尔自治区,乌鲁木齐,否,20190329,在线,0,0.0,3379,29,0,0,0,0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
257,1,7672416,花生活鲜花（花样年华）,鲜花组,广东省,中山,否,20190828,在线,8,8.5,3371,59,1,1,1,0,1.75,1.69,1.0,0.0,295.0,115.0,219.0,295.0,115.0,1
143,4,7094045,花生活鲜花（铭相花缘）,鲜花组,上海市,上海,否,20190521,在线,12,12.0,3369,115,12,12,9,3,3.41,10.43,0.75,0.25,2889.0,1581.0,1771.0,240.75,131.75,1
197,3,7428704,花生活鲜花（水晶之恋花坊）,鲜花组,宁夏回族自治区,中卫,否,20190723,在线,0,0.0,3368,22,0,0,0,0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
280,3,8070349,花生活鲜花（花瓣雨鲜花总汇）,鲜花组,湖北省,仙桃,否,20191126,在线,0,0.0,3362,12,0,0,0,0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29,2,3027069,花生活鲜花（艺都鲜花）,鲜花组,浙江省,宁波,否,20170801,在线,0,0.4,3360,99,10,10,10,0,2.95,10.1,1.0,0.0,4000.0,1818.0,2572.0,400.0,181.8,1
122,3,6882162,花生活鲜花（七里香花艺）,鲜花组,四川省,遂宁,否,20190418,在线,10,10.5,3355,41,1,0,0,1,1.22,2.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
20,3,2329256,花生活鲜花（七彩坊鲜花店）,鲜花组,福建省,泉州,否,20170526,在线,24,24.0,3350,62,2,2,2,0,1.85,3.23,1.0,0.0,426.0,256.0,243.0,213.0,128.0,1
349,3,8437925,花生活鲜花（花间密码鲜花店）,鲜花组,湖南省,张家界,否,20200109,在线,0,0.0,3337,26,0,0,0,0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
256,3,7785891,花生活鲜花（宋庄花店）,鲜花组,北京市,北京,否,20190918,在线,0,0.0,3335,19,0,0,0,0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
173,3,7311299,花生活鲜花（筱月鲜花店）,鲜花组,安徽省,合肥,否,20190624,在线,24,24.0,3335,59,6,6,6,0,1.77,10.17,1.0,0.0,1488.0,778.0,939.0,248.0,129.66666666666666,1
310,1,8226888,花生活鲜花（锦绣花艺坊）,鲜花组,贵州省,毕节,否,20191220,在线,24,24.0,3330,26,0,0,0,0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
401,4,8803763,花唯媒,鲜花组,河南省,安阳,否,20200402,在线,14,14.6,3318,71,0,0,0,0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
305,3,8258611,花生活鲜花（旺达鲜花店）,鲜花组,广东省,中山,否,20191224,在线,24,24.0,3310,80,0,0,0,0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
37,4,3562612,花生活鲜花（俪缘摆渡人）,鲜花组,江苏省,淮安,否,20171018,在线,0,0.0,3309,28,0,0,0,0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
109,4,6773784,花生活鲜花（缤纷花屋）,鲜花组,湖南省,株洲,否,20190423,在线,12,12.4,3299,84,2,2,2,0,2.55,2.38,1.0,0.0,554.0,302.0,330.0,277.0,151.0,1
75,1,5844824,花生活鲜花（有爱花坊）,鲜花组,云南省,丽江,否,20180928,在线,0,0.5,3298,44,1,0,0,1,1.33,2.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
184,2,7392896,花生活鲜花（花之物语花店）,鲜花组,江西省,南昌,否,20190705,在线,4,4.7,3291,9,0,0,0,0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
258,1,7672419,花生活鲜花（幸福の花）,鲜花组,陕西省,西安,否,20190903,在线,18,18.9,3282,59,2,1,1,1,1.8,3.39,0.5,0.5,298.0,165.0,172.0,149.0,82.5,1
264,3,7907144,花生活鲜花（千卉阁花艺）,鲜花组,贵州省,贵阳,否,20191205,在线,24,24.0,3275,114,4,4,4,0,3.48,3.51,1.0,0.0,1122.0,525.0,753.0,280.5,131.25,1
302,3,8253592,花生活鲜花（藝雅鲜花店）,鲜花组,上海市,上海,否,20191205,在线,24,24.0,3255,70,3,1,1,2,2.15,4.29,0.3333333333333333,0.6666666666666666,208.0,96.0,151.0,69.33333333333333,32.0,1
107,1,6773713,花生活鲜花（哈尔滨鲜花批发）,鲜花组,黑龙江省,哈尔滨,否,20190409,在线,10,10.8,3251,127,2,1,1,1,3.91,1.57,0.5,0.5,258.0,205.0,92.0,129.0,102.5,1
299,2,8250907,花生活鲜花（恋恋繁花鲜花店）,鲜花组,天津市,天津,否,20191205,在线,4,4.7,3242,11,1,0,0,1,0.34,9.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
271,3,7994663,花生活鲜花（爱轩花艺）,鲜花组,浙江省,温州,否,20191203,在线,5,5.8,3239,43,1,1,1,0,1.33,2.33,1.0,0.0,256.0,125.0,170.0,256.0,125.0,1
67,3,5762294,花生活鲜花（厦门陌上花开）,鲜花组,福建省,厦门,否,20180913,在线,24,24.0,3233,194,10,9,9,1,6.0,5.15,0.9,0.1,2462.0,1197.0,1616.0,246.2,119.7,1
389,3,8755676,勿忘我鲜花,鲜花组,河南省,安阳,否,20200325,在线,12,12.2,3226,108,1,1,1,0,3.35,0.93,1.0,0.0,328.0,185.0,182.9,328.0,185.0,1
48,2,4439411,花生活鲜花（花田故事）,鲜花组,福建省,福州,否,20180308,在线,14,14.3,3208,47,3,2,2,1,1.47,6.38,0.6666666666666666,0.3333333333333333,608.0,375.8,305.2,202.66666666666666,125.26666666666667,1
38,4,3713872,花生活鲜花（泽凤花店）,鲜花组,安徽省,合肥,否,20171115,在线,17,17.0,3206,23,0,0,0,0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
172,4,7317972,花生活鲜花（知音花艺）,鲜花组,浙江省,金华,否,20190628,在线,15,15.0,3181,77,8,9,4,4,2.42,10.39,0.5,0.5,1717.0,741.0,1327.0,214.625,92.625,1
128,4,6956267,花生活鲜花（佳人婚庆店）,鲜花组,江苏省,常州,否,20190427,在线,24,24.0,3180,113,10,8,8,2,3.55,8.85,0.8,0.2,2069.0,1102.0,1235.0,206.9,110.2,1
180,3,7349052,花生活鲜花（赢聚花行）,鲜花组,上海市,上海,否,20190627,在线,24,24.0,3163,33,3,2,2,1,1.04,9.09,0.6666666666666666,0.3333333333333333,407.0,278.0,207.0,135.66666666666666,92.66666666666667,1
312,1,8250905,花生活鲜花（FLOWER鲜花）,鲜花组,山东省,济宁,否,20191224,在线,24,24.0,3160,71,0,0,0,0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
298,2,8250906,花生活鲜花（薇花坊鲜花店）,鲜花组,天津市,天津,否,20191205,在线,4,4.7,3156,9,0,0,0,0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
219,2,7514892,花生活鲜花（花缘轩）,鲜花组,福建省,厦门,否,20190727,在线,14,14.3,3136,92,6,5,5,1,2.93,6.52,0.8333333333333334,0.16666666666666666,1227.0,846.0,576.0,204.5,141.0,1
344,2,8435961,花生活鲜花（花非花艺鲜花店）,鲜花组,安徽省,六安,否,20200108,在线,5,5.3,3118,46,7,6,3,4,1.48,15.22,0.42857142857142855,0.5714285714285714,1122.0,476.0,880.0,160.28571428571428,68.0,1
122,4,6882163,花生活鲜花（可可家鲜花）,鲜花组,河北省,石家庄,否,20190426,在线,5,5.9,3106,25,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175,4,7349050,花生活鲜花（馨灵花屋）,鲜花组,福建省,南平,否,20190718,在线,15,15.0,3105,126,4,4,4,0,4.06,3.17,1.0,0.0,1115.0,707.0,564.0,278.75,176.75,1
175,2,7331152,洋洋花语屋,鲜花组,四川省,眉山,否,20190806,在线,3,3.7,3104,30,0,0,0,0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,2,5054488,花生活鲜花（华粤鲜花馆）,鲜花组,福建省,厦门,否,20180601,在线,14,14.3,3104,78,4,2,2,2,2.51,5.13,0.5,0.5,938.0,531.0,485.0,234.5,132.75,1
290,3,8207112,花生活鲜花（书悦花卉）,鲜花组,浙江省,宁波,否,20191220,在线,24,24.0,3095,107,3,3,2,1,3.46,2.8,0.6666666666666666,0.3333333333333333,929.0,348.0,698.0,309.6666666666667,116.0,1
339,1,8280460,花生活鲜花（遇见花坊）,鲜花组,云南省,昆明,否,20191206,在线,6,6.1,3092,39,0,0,0,0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
154,2,7196730,友缘鲜花,鲜花组,云南省,曲靖,否,20190614,在线,13,12.5,3092,31,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
35,4,3464481,花生活鲜花（香侬鲜花水果）,鲜花组,安徽省,合肥,否,20171013,在线,23,23.4,3070,51,0,0,0,0,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
333,3,8357593,花生活鲜花（花源花卉）,鲜花组,云南省,昆明,否,20191220,在线,17,17.0,3069,43,1,0,0,1,1.4,2.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
60,1,5121244,花生活鲜花（贡贡鲜花坊）,鲜花组,福建省,厦门,否,20180604,在线,18,18.2,3067,48,2,1,1,1,1.57,4.17,0.5,0.5,295.0,107.0,219.0,147.5,53.5,1
14,3,2019807,花生活鲜花（爱荷花坊）,鲜花组,福建省,厦门,否,20170214,在线,24,24.0,3067,47,0,0,0,0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
159,2,7207847,花生活鲜花（花匠花艺）,鲜花组,福建省,泉州,否,20190708,在线,19,19.3,3062,49,1,1,1,0,1.6,2.04,1.0,0.0,320.0,146.0,213.0,320.0,146.0,1
206,3,7475299,花生活鲜花（宇欣花店）,鲜花组,安徽省,合肥,否,20190724,在线,15,14.8,3059,34,3,3,3,0,1.11,8.82,1.0,0.0,796.0,512.0,391.0,265.3333333333333,170.66666666666666,1
186,3,7392896,花生活鲜花（花之物语花店）,鲜花组,江西省,南昌,否,20190705,在线,23,23.4,3059,24,0,0,0,0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,1,653643,花生活鲜花（雅景花艺）,鲜花组,广东省,东莞,否,20190422,在线,10,10.4,3053,36,2,2,2,0,1.18,5.56,1.0,0.0,553.0,347.0,284.0,276.5,173.5,1
172,1,7264470,花生活鲜花（栖梧花店）,鲜花组,福建省,厦门,否,20190612,在线,24,24.0,3048,29,0,0,0,0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
201,4,7475297,花生活鲜花（锦卉花艺）,鲜花组,上海市,上海,否,20190719,在线,11,10.5,3044,20,0,0,0,0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
309,1,8222414,花生活鲜花（如意花坊贵阳店）,鲜花组,贵州省,贵阳,否,20191129,在线,13,12.9,3019,34,1,0,0,1,1.13,2.94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
285,1,7994666,花生活鲜花（遇见花艺鲜花店）,鲜花组,上海市,上海,否,20191206,在线,18,18.1,3017,51,3,0,0,3,1.69,5.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
344,1,8357588,花生活鲜花（艺朵花艺）,鲜花组,浙江省,嘉兴,否,20191220,在线,24,24.0,2996,66,1,0,0,1,2.2,1.52,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
40,2,3882102,如意花艺,鲜花组,广东省,佛山,否,20180601,在线,14,13.0,2990,44,3,7,2,1,1.47,6.82,0.6666666666666666,0.3333333333333333,384.5,304.5,118.0,128.16666666666666,101.5,1
294,3,8207119,花生活鲜花（温馨花屋鲜花店）,鲜花组,江西省,新余,否,20191220,在线,19,19.0,2972,19,1,0,0,1,0.64,5.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
188,3,7392899,花生活鲜花（花房姑娘鲜花店）,鲜花组,江西省,九江,否,20190723,在线,24,24.0,2940,23,0,0,0,0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42,4,4192177,花生活鲜花（国色天香鲜花店）,鲜花组,贵州省,遵义,否,20180103,在线,0,0.0,2940,16,0,0,0,0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
49,3,4464626,花生活鲜花（雪莲花艺）,鲜花组,北京市,北京,否,20180422,在线,14,14.0,2935,70,14,17,10,4,2.39,20.0,0.7142857142857143,0.2857142857142857,1471.8,582.7,967.0,105.12857142857142,41.621428571428574,1
262,3,7907142,花生活鲜花（馨悦花店）,鲜花组,上海市,上海,否,20191205,在线,24,24.0,2927,27,0,0,0,0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20,4,2402349,花生活鲜花（静静花艺银盛路店）,鲜花组,宁夏回族自治区,银川,否,20170430,在线,24,24.0,2923,64,0,0,0,0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
340,3,8435952,花生活鲜花（重庆四季花坊）,鲜花组,重庆市,重庆,否,20200110,在线,11,11.0,2922,90,3,3,3,0,3.08,3.33,1.0,0.0,864.0,445.0,536.0,288.0,148.33333333333334,1
335,1,8278457,花生活鲜花（花痴花坊）,鲜花组,上海市,上海,否,20191209,在线,18,18.2,2918,62,3,1,1,2,2.12,4.84,0.3333333333333333,0.6666666666666666,419.0,316.0,142.0,139.66666666666666,105.33333333333333,1
95,1,6533841,花生活鲜花（花花世界兴庆区店）,鲜花组,宁夏回族自治区,银川,否,20190130,在线,17,17.8,2918,36,1,0,0,1,1.23,2.78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
242,4,7672416,花生活鲜花（花样年华）,鲜花组,广东省,中山,否,20190828,下线,0,0.0,2911,14,0,0,0,0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
399,4,8803761,大顺鲜花礼仪,鲜花组,黑龙江省,牡丹江,否,20200402,在线,13,13.0,2908,104,5,4,4,1,3.58,4.81,0.8,0.2,952.0,511.0,597.0,190.4,102.2,1
184,3,7392799,花生活鲜花（幸福花店遵义店）,鲜花组,贵州省,遵义,否,20190711,在线,10,9.5,2906,22,0,0,0,0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
68,2,5844824,花生活鲜花（有爱花坊）,鲜花组,云南省,丽江,否,20180928,在线,0,0.0,2902,20,0,0,0,0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
218,2,7514891,花生活鲜花（花之恋花卉）,鲜花组,广东省,珠海,否,20190805,在线,0,0.0,2902,26,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
430,4,8958024,蓝星星花屋,鲜花组,山东省,济宁,否,20200423,在线,14,14.1,2898,58,1,0,0,1,2.0,1.72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
120,3,6865867,花生活鲜花（花满屋）,鲜花组,安徽省,合肥,否,20190429,在线,24,24.0,2888,72,7,6,6,1,2.49,9.72,0.8571428571428571,0.14285714285714285,837.0,294.0,613.0,119.57142857142857,42.0,1
71,3,5860472,花生活鲜花（六月花坊）,鲜花组,浙江省,金华,否,20180921,在线,10,10.0,2857,53,6,3,3,3,1.86,11.32,0.5,0.5,923.0,398.0,642.0,153.83333333333334,66.33333333333333,1
232,3,7622475,花生活鲜花（爱花人）,鲜花组,上海市,上海,否,20190814,在线,24,24.0,2851,58,3,2,2,1,2.03,5.17,0.6666666666666666,0.3333333333333333,523.0,227.0,369.0,174.33333333333334,75.66666666666667,1
165,3,7264470,花生活鲜花（栖梧花店）,鲜花组,福建省,厦门,否,20190612,在线,24,24.0,2834,44,1,1,1,0,1.55,2.27,1.0,0.0,278.0,136.0,181.0,278.0,136.0,1
320,2,8278457,花生活鲜花（花痴花坊）,鲜花组,上海市,上海,否,20191209,在线,6,6.4,2834,52,6,2,2,4,1.83,11.54,0.3333333333333333,0.6666666666666666,613.0,296.0,390.0,102.16666666666667,49.333333333333336,1
373,4,8709968,听雨花坊,鲜花组,安徽省,阜阳,否,20200325,在线,3,3.0,2833,45,0,0,0,0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
99,1,6588555,花生活鲜花（梅婷花店）,鲜花组,福建省,厦门,否,20190305,在线,24,24.0,2832,34,1,0,0,1,1.2,2.94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
54,2,5056286,花生活鲜花（撒罗米园艺）,鲜花组,浙江省,杭州,否,20180530,在线,4,4.7,2822,18,0,0,0,0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
112,1,6773720,花生活鲜花（花灵珑鲜花）,鲜花组,江苏省,镇江,否,20190404,在线,18,18.2,2822,31,1,1,1,0,1.1,3.23,1.0,0.0,298.0,130.0,195.0,298.0,130.0,1
16,2,2068451,花生活鲜花（花语人生）,鲜花组,福建省,厦门,否,20170224,在线,20,20.2,2821,50,2,1,1,1,1.77,4.0,0.5,0.5,258.0,205.0,92.0,129.0,102.5,1
16,3,2068451,花生活鲜花（花语人生）,鲜花组,福建省,厦门,否,20170224,在线,24,24.0,2807,37,0,0,0,0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
364,4,8492059,兰星花行,鲜花组,辽宁省,沈阳,否,20200211,在线,11,11.0,2804,31,0,0,0,0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
187,1,7349052,花生活鲜花（赢聚花行）,鲜花组,上海市,上海,否,20190627,在线,16,16.6,2803,36,1,0,0,1,1.28,2.78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
14,2,2019807,花生活鲜花（爱荷花坊）,鲜花组,福建省,厦门,否,20170214,在线,19,19.9,2802,31,1,0,0,1,1.11,3.23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
300,2,8253592,花生活鲜花（藝雅鲜花店）,鲜花组,上海市,上海,否,20191205,在线,8,8.5,2800,72,7,2,3,4,2.57,9.72,0.42857142857142855,0.5714285714285714,715.0,566.0,492.0,102.14285714285714,80.85714285714286,1
0,3,295680,花生活鲜花（鲜花格格花艺生活馆）,鲜花组,四川省,绵阳,否,20150716,下线,23,23.3,2792,70,2,2,2,0,2.51,2.86,1.0,0.0,514.0,251.0,341.0,257.0,125.5,1
243,1,7622475,花生活鲜花（爱花人）,鲜花组,上海市,上海,否,20190814,在线,17,17.5,2791,48,3,3,3,0,1.72,6.25,1.0,0.0,1183.0,397.0,898.0,394.3333333333333,132.33333333333334,1
18,4,2220100,花生活鲜花（花花世界鲜花）,鲜花组,湖北省,十堰,否,20170327,在线,0,0.0,2783,15,0,0,0,0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
134,3,7008016,花生活鲜花（千花坊鲜花店）,鲜花组,山东省,枣庄,否,20190609,下线,0,0.0,2764,15,0,0,0,0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
181,3,7349060,花生活鲜花（饰美鲜花）,鲜花组,天津市,天津,否,20190724,在线,24,24.0,2756,24,0,0,0,0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
247,3,7672419,花生活鲜花（幸福の花）,鲜花组,陕西省,西安,否,20190903,在线,12,12.0,2746,69,3,3,3,0,2.51,4.35,1.0,0.0,954.0,625.0,446.0,318.0,208.33333333333334,1
221,3,7514892,花生活鲜花（花缘轩）,鲜花组,福建省,厦门,否,20190727,在线,18,18.6,2745,163,14,14,11,3,5.94,8.59,0.7857142857142857,0.21428571428571427,3842.0,2448.0,1930.0,274.42857142857144,174.85714285714286,1
48,3,4439411,花生活鲜花（花田故事）,鲜花组,福建省,福州,否,20180308,在线,24,24.0,2744,47,3,3,3,0,1.71,6.38,1.0,0.0,946.0,514.9,548.1,315.3333333333333,171.63333333333333,1
338,3,8364417,花生活鲜花（花恋社花艺）,鲜花组,江苏省,南京,否,20191227,在线,22,22.6,2743,46,3,3,3,0,1.68,6.52,1.0,0.0,768.0,383.0,497.0,256.0,127.66666666666667,1
36,2,3464481,花生活鲜花（香侬鲜花水果）,鲜花组,安徽省,合肥,否,20171013,在线,11,11.1,2735,43,1,0,0,1,1.57,2.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
319,1,8258612,花生活鲜花（初心花放鲜花店）,鲜花组,山东省,菏泽,否,20191206,在线,0,0.0,2733,13,0,0,0,0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
371,1,8472855,花生活鲜花（花宴鲜花店）,鲜花组,广东省,茂名,否,20200121,在线,14,14.7,2732,207,1,0,0,1,7.58,0.48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
245,2,7672419,花生活鲜花（幸福の花）,鲜花组,陕西省,西安,否,20190903,在线,3,3.4,2731,30,1,1,1,0,1.1,3.33,1.0,0.0,258.0,105.0,192.0,258.0,105.0,1
209,2,7514880,花生活鲜花（小姐姐花店）,鲜花组,安徽省,安庆,否,20190725,在线,0,0.9,2728,19,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
