,开始日期,商家ID,商家名称,运营组,省份,城市,是否新增商家,首次上线日期,门店在线状态,（日均）预设营业时长（h）,（日均）在线营业时长（h）,曝光人数,入店人数,下单人数,有效订单数,下单新客人数,复购人数,入店转化率,下单转化率,新客转化率,复购率,原价交易额,实付交易额,商家补贴金额,原价客单价,实付客单价,cluster
321,2,8278459,花生活鲜花（蝶恋花花店）,鲜花组,江苏省,南通,否,20191206,在线,11,11.9,16051,945,55,41,41,14,5.89,5.82,0.7454545454545455,0.2545454545454545,14190.0,8509.0,7257.0,258.0,154.70909090909092,3
173,4,7318032,花生活鲜花（朵美鲜花）,鲜花组,辽宁省,辽阳,否,20190704,在线,24,24.0,15999,298,7,6,3,4,1.86,2.35,0.42857142857142855,0.5714285714285714,2074.0,1183.0,1086.0,296.2857142857143,169.0,3
331,4,8364416,花生活鲜花（美之缘鲜花店）,鲜花组,山东省,临沂,否,20200115,在线,24,24.0,15971,129,1,1,1,0,0.81,0.78,1.0,0.0,470.0,185.0,324.0,470.0,185.0,3
8,4,1523142,花生活鲜花（明珠鲜花坊）,鲜花组,青海省,西宁,否,20160921,在线,16,16.4,15944,206,3,3,3,0,1.29,1.46,1.0,0.0,618.0,267.0,468.0,206.0,89.0,3
189,3,7392900,花生活鲜花（如意花坊济南店）,鲜花组,山东省,济南,否,20190718,在线,24,24.0,15935,185,3,2,2,1,1.16,1.62,0.6666666666666666,0.3333333333333333,514.0,251.0,341.0,171.33333333333334,83.66666666666667,3
176,2,7349050,花生活鲜花（馨灵花屋）,鲜花组,福建省,南平,否,20190718,在线,9,9.9,15934,1174,8,4,4,4,7.37,0.68,0.5,0.5,1368.0,642.0,882.0,171.0,80.25,3
102,1,6704550,花生活鲜花（萌宠一花语）,鲜花组,安徽省,安庆,否,20190315,在线,24,24.0,15926,156,0,0,0,0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
187,4,7392901,花生活鲜花（挚爱一生鲜花店）,鲜花组,福建省,宁德,否,20190724,在线,24,24.0,15842,286,4,4,3,1,1.81,1.4,0.75,0.25,966.0,546.0,576.0,241.5,136.5,3
336,4,8435957,花生活鲜花（花之恋鲜花店）,鲜花组,河北省,唐山,否,20200108,在线,24,24.0,15826,344,6,4,3,3,2.17,1.74,0.5,0.5,1013.0,556.0,608.0,168.83333333333334,92.66666666666667,3
32,1,3072588,花生活鲜花（如意鲜花）,鲜花组,贵州省,遵义,否,20170809,在线,21,21.1,15814,169,7,4,4,3,1.07,4.14,0.5714285714285714,0.42857142857142855,1153.0,640.0,669.0,164.71428571428572,91.42857142857143,3
